Survived,SibSp,Parch,Fare,Sex_female,Sex_male,Pclass_C,Pclass_Q,Pclass_S,Pclass_U,Pclass_1,Pclass_2,Pclass_3,"Categorized_age_(0, 10]","Categorized_age_(10, 20]","Categorized_age_(20, 30]","Categorized_age_(30, 40]","Categorized_age_(40, 50]","Categorized_age_(50, 60]","Categorized_age_(60, 70]","Categorized_age_(70, 80]"
1,1,0,78.2667,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,7.25,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,2,7.75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,26.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,1,1,24.15,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,33.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,7.225,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,56.9292,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,1,27.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,42.4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,26.55,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,15.55,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,30.5,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,2,41.5792,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,153.4625,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,5,31.275,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,7.05,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,15.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,2,65.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1,1,14.4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,16.1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,2,1,39.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,10.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,14.4542,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,52.5542,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,1,1,15.7417,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,7.8542,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,16.1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,32.3208,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,12.35,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,77.9583,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.7333,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,30.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,7.0542,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,30.5,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,0.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,3,2,27.9,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,13.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,7.925,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,1,26.25,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,5,39.6875,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,16.1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.8542,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,69.3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,3,2,27.9,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,56.4958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,2,1,19.2583,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1,0,76.7292,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,35.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,7.55,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,7.55,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,1,23.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,8.4333,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,7.8292,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,6.75,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,2,0,73.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,15.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,2,113.275,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2,0,133.65,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,7.225,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,25.5875,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,7.4958,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,1,0,7.925,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,2,0,73.5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,7.775,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,1,0,52.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,39.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,1,0,52.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,10.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,7.775,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,9.8417,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,1,6,46.9,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,0,1,512.3292,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,8.1375,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,76.7292,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,9.225,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,5,2,46.9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,1,1,39.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,1,2,41.5792,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,4,1,39.6875,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,10.1708,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,7.7958,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,0,1,211.3375,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,1,0,57.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,1,13.4167,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,56.4958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.225,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,26.55,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,13.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,7.7333,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,110.8833,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,7.65,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,1,0,227.525,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,26.2875,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,1,14.4542,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,7.7417,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,7.8542,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,26.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,13.5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,0,0,26.2875,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,151.55,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,1,15.2458,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,49.5042,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,26.55,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,1,0,52.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,9.4833,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,7.65,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,227.525,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,10.5,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,15.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.775,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,33.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,1,0,7.0542,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,1,0,53.1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,8.6625,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,3,0,21.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,7.7375,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0,26.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,7.925,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,211.3375,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,18.7875,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,16.1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,3,34.375,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,512.3292,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,30.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,1,0,78.85,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,2,2,262.375,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1,0,16.1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,7.925,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,1,71.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,1,1,20.25,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,13.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,53.1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,7.75,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,1,23.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,0,1,12.475,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,9.5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,2,65.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,1,1,14.5,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,7.7958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,11.5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,86.5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,14.5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.125,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,7.2292,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,2,120.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,7.775,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,1,0,77.9583,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,39.6,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,7.75,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,24.15,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,8.3625,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,9.5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.8542,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,10.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,7.225,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,3,23.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,7.75,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,7.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,12.475,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,7.7375,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,1,211.3375,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,7.2292,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,0,57.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,30.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,1,2,23.45,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.05,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.25,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,7.4958,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,4,1,29.125,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1,2,20.575,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,79.2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,7.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,26.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,8,2,69.55,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,30.6958,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,25.9292,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,8.6833,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,7.2292,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,24.15,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1,1,26.25,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1,2,120.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,0,1,8.5167,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,6.975,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.775,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,7.775,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,1,0,53.1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,7.8875,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,24.15,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,10.5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,4,2,31.275,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,7.925,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,37.0042,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,6.45,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,3,2,27.9,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1,1,1,93.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,8.6625,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,1,12.475,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,4,1,39.6875,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,6.95,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,56.4958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,2,37.0042,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,7.75,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,80.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1,1,0,14.4542,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,1,18.75,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,7.2292,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.8542,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,8.3,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,1,1,83.1583,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,8.6625,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,56.4958,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,29.7,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,7.925,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,10.5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,31.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,6.4375,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,8.6625,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,7.55,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,8,2,69.55,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,33.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,89.1042,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,4,2,31.275,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,7.775,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,1,15.2458,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,1,39.4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,26.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,0,1,9.35,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,1,1,164.8667,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,26.55,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,0,3,19.2583,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,7.2292,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,2,0,14.1083,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,11.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,25.9292,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,8,2,69.55,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,13.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,1,0,13.8583,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,50.4958,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,9.5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,1,11.1333,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1,1,52.5542,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,5.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,9.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,1,0,24.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,7.225,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,9.8458,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,1,83.1583,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,1,26.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,10.5167,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,10.5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,7.05,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,5,29.125,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,13.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,30.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,2,23.45,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,30.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,7.75,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
